MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Output (Max),Fault Protection,Features,Grade,Input Type,Interface,Number of Outputs,Operating Temperature,Output Configuration,Output Type,Qualification,Ratio - Input:Output,Rds On (Typ),Series,Switch Type,Voltage - Load,Voltage - Supply (Vcc/Vdd)
TPS22913BYZVT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,718,1.38,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22913BYZVT/2767590,2A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22913CYZVR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,8136,0.72,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22913CYZVR/2762231,2A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22913CYZVT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,868,1.38,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22913CYZVT/3902327,2A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22914BYFPR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,14731,0.35,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22914BYFPR/5019041,2A,,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22914BYFPT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,733,1.05,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22914BYFPT/4916842,2A,,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22914CYFPT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,36801,1.07,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22914CYFPT/5051700,2A,,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22915BYFPR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,21328,0.47,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22915BYFPR/4914165,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22915BYFPT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,1425,1.05,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22915BYFPT/4914924,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22915CYFPR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,1345,0.31,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22915CYFPR/5012684,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22915CYFPT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 4DSBGA,pmic-battery-management,3118,1.07,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22915CYFPT/5051699,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,37mOhm,,General Purpose,1.05V ~ 5.5V,Not Required
TPS22916BLYFPR,Texas Instruments,"5.5-V, 2-A, 60-M, 10-NA LEAKAGE",pmic-battery-management,3610,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps22916.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916BLYFPR/15926652,2A,Reverse Current,Slew Rate Controlled,,Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,1V ~ 5.5V,Not Required
TPS22916BYFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,62998,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916BYFPR/8105764,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916BYFPT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,11990,1.21,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916BYFPT/7896928,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916CLYFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,8238,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CLYFPR/8105765,2A,Reverse Current,Slew Rate Controlled,,Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916CLYFPT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,1108,1.21,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CLYFPT/7896929,2A,Reverse Current,Slew Rate Controlled,,Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916CNLYFPR,Texas Instruments,"5.5-V, 2-A, 60-M, 10-NA LEAKAGE",pmic-battery-management,2927,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps22916.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CNLYFPR/15926665,2A,Reverse Current,Slew Rate Controlled,,Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,60mOhm,,General Purpose,1V ~ 5.5V,Not Required
TPS22916CNYFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,34219,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CNYFPR/8105766,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916CNYFPT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,639,1.21,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CNYFPT/7896930,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22916CYFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,52388,0.55,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CYFPR/8105767,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,5.5V,1V ~ 5.5V
TPS22916CYFPT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,5472,1.21,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22916CYFPT/7896931,2A,Reverse Current,Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,200mOhm,,General Purpose,5.5V,1V ~ 5.5V
TPS22917DBVT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SOT23-6,pmic-battery-management,145,1.14,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22917DBVT/8567084,2A,Reverse Current,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 125°C,High Side,P-Channel,,1:1,80mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22917LDBVR,Texas Instruments,"5.5-V, 2-A, 80-M , 10-NA LEAKAGE",pmic-battery-management,5454,0.52,SOT-23-6,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps22917.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22917LDBVR/15904188,2A,Reverse Current,"Load Discharge, Slew Rate Controlled",,Inverting,On/Off,1,-40°C ~ 125°C,High Side,P-Channel,,1:1,80mOhm,,General Purpose,0V ~ 5.5V,1V ~ 5.5V
TPS22918TDBVRQ1,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 SOT23-6,pmic-battery-management,6808,0.75,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22918TDBVRQ1/6164978,2A,,"Load Discharge, Slew Rate Controlled",Automotive,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,AEC-Q100,1:1,52mOhm,,General Purpose,1V ~ 5.5V,Not Required
TPS22918TDBVTQ1,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 SOT23-6,pmic-battery-management,4120,1.31,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22918TDBVTQ1/6152652,2A,,"Load Discharge, Slew Rate Controlled",Automotive,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,AEC-Q100,1:1,52mOhm,,General Purpose,1V ~ 5.5V,Not Required
TPS22919DCKT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 SC70-6,pmic-battery-management,2426,0.87,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps22919.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22919DCKT/9953059,1.5A,Short Circuit,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C,High Side,N-Channel,,1:1,89mOhm,,General Purpose,1.6V ~ 5.5V,Not Required
TPS22920LYZPR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 8DSBGA,pmic-battery-management,210,1.15,"8-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22920LYZPR/4342282,4A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,5.3mOhm,,General Purpose,0.75V ~ 3.6V,Not Required
TPS22920YZPRB,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 8DSBGA,pmic-battery-management,10874,1.15,"8-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22920YZPRB/4279647,4A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,5.3mOhm,,General Purpose,0.75V ~ 3.6V,Not Required
TPS22921YFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,5915,0.95,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22921YFPR/2092497,2A,,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22921YZPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,127564,0.87,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22921YZPR/2057676,2A,,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22922BYFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,2292,0.95,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22922BYFPR/2092498,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22922BYZPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,18799,0.95,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22922BYZPR/1991709,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22922YFPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,1980,0.95,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22922YFPR/2092499,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22922YZPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,1191,0.95,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22922YZPR/2057677,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,14mOhm,,General Purpose,0.9V ~ 3.6V,Not Required
TPS22924BYZR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,494,0.85,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22924BYZR/2690656,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,18.3mOhm,,General Purpose,0.75V ~ 3.6V,Not Required
TPS22924CYZPR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,13588,0.85,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22924CYZPR/2193487,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,18.3mOhm,,General Purpose,0.75V ~ 3.6V,Not Required
TPS22924CYZPT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,1896,1.43,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22924CYZPT/2201469,2A,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,N-Channel,,1:1,18.3mOhm,,General Purpose,0.75V ~ 3.6V,Not Required
TPS22925BNYPHR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,19156,0.51,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22925BNYPHR/5805008,3A,Reverse Current,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,9.2mOhm,,General Purpose,0.65V ~ 3.6V,Not Required
TPS22925BNYPHT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,37827,1.23,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22925BNYPHT/5805692,3A,Reverse Current,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,9.2mOhm,,General Purpose,0.65V ~ 3.6V,Not Required
TPS22925CNYPHR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,5257,0.58,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22925CNYPHR/5805010,3A,Reverse Current,Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,9.2mOhm,,General Purpose,0.65V ~ 3.6V,Not Required
TPS22925CYPHR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,8360,0.58,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22925CYPHR/5804210,3A,Reverse Current,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,9.2mOhm,,General Purpose,0.65V ~ 3.6V,Not Required
TPS22925CYPHT,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 6DSBGA,pmic-battery-management,227,1.23,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22925CYPHT/5805695,3A,Reverse Current,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,9.2mOhm,,General Purpose,0.65V ~ 3.6V,Not Required
TPS22929DDBVR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SOT23-6,pmic-battery-management,23939,0.77,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22929DDBVR/2809528,1.8A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,115mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22929DDBVT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SOT23-6,pmic-battery-management,40574,1.43,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22929DDBVT/2812703,1.8A,"Reverse Current, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,115mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22930AYZVR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,46725,0.79,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22930AYZVR/3767564,2A,"Reverse Current, UVLO",Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,35mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22930AYZVT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,3150,1.38,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22930AYZVT/3854670,2A,"Reverse Current, UVLO",Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,35mOhm,,General Purpose,1.4V ~ 5.5V,Not Required
TPS22932BYFPT,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,4,1.46,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22932BYFPT/2184990,500mA,,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,55mOhm,,General Purpose,1.1V ~ 3.6V,
TPS22934YZVR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 4DSBGA,pmic-battery-management,581,0.67,"4-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22934YZVR/2356562,1A,UVLO,"Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,63mOhm,,General Purpose,1.5V ~ 3.6V,Not Required
TPS22941DCKR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SC70-5,pmic-battery-management,6907,1.08,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22941DCKR/2172677,40mA,"Current Limiting (Fixed), Over Temperature, UVLO",Auto Restart,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,400mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22942DCKR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SC70-5,pmic-battery-management,5879,1.05,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22942DCKR/2027428,100mA,"Current Limiting (Fixed), Over Temperature, UVLO",Auto Restart,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,400mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22943DCKR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SC70-5,pmic-battery-management,5352,1.05,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22943DCKR/2179605,40mA,"Current Limiting (Fixed), Over Temperature, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,400mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22944DCKR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SC70-5,pmic-battery-management,39693,1.05,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22944DCKR/2172678,100mA,"Current Limiting (Fixed), Over Temperature, UVLO",,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,400mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22945DCKR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 SC70-5,pmic-battery-management,3828,1.05,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22945DCKR/2057678,100mA,"Current Limiting (Fixed), Over Temperature, UVLO",Auto Restart,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,400mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22946YZPR,Texas Instruments,IC PWR SWITCH P-CHAN 1:1 6DSBGA,pmic-battery-management,6421,1.15,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22946YZPR/2172679,,"Current Limiting (Fixed), Over Temperature",Auto Restart,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,P-Channel,,1:1,300mOhm,,General Purpose,1.62V ~ 5.5V,Not Required
TPS22948DCKR,Texas Instruments,IC POWER MANAGEMENT,pmic-battery-management,13011,0.44,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22948DCKR/10715378,130mA,"Current Limiting (Fixed), Over Temperature, Reverse Current",Auto Restart,,Non-Inverting,,1,-40°C ~ 125°C (TA),,N/P-Channel,,1:1,300mOhm,,General Purpose,2.5V ~ 5.5V,Not Required
TPS22950CDDCR,Texas Instruments,"5.5-V, 2-A, 40-M LOAD SWITCH WIT",pmic-battery-management,5988,0.87,-,-,Active,https://www.ti.com/lit/ds/symlink/tps22950.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22950CDDCR/18187757,,,,,,,,,,,,,,*,,,
TPS22950CQDDCRQ1,Texas Instruments,"AUTOMOTIVE 5.5-V, 2.7-A, 34-M LO",pmic-battery-management,22195,0.93,"SOT-23-6 Thin, TSOT-23-6",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps22950-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS22950CQDDCRQ1/17394990,2.7A,"Current Limiting (Fixed), Over Temperature, Reverse Current, Short Circuit","Load Discharge, Status Flag",Automotive,Non-Inverting,On/Off,1,-40°C ~ 125°C (TA),High Side,P-Channel,AEC-Q100,1:1,34mOhm,,General Purpose,0V ~ 5.5V,1.8V ~ 5.5V
TPS22950YBHR,Texas Instruments,"5.5-V, 2-A, 40-M LOAD SWITCH WIT",pmic-battery-management,6689,0.86,"6-XFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22950YBHR/13636646,2.7A,"Current Limiting (Adjustable), Over Temperature, Reverse Current, Short Circuit",,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TA),High Side,P-Channel,,1:1,34mOhm,,General Purpose,1.8V ~ 5.5V,Not Required
TPS22953DQCR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 10WSON,pmic-battery-management,6505,0.84,10-WFDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22953DQCR/5285378,5A,"Over Temperature, Reverse Current, UVLO","Auto Restart, Power Good, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,14mOhm,,General Purpose,2.5V ~ 5.7V,Not Required
TPS22953DSQR,Texas Instruments,IC PWR SWITCH N-CHAN 1:1 10WSON,pmic-battery-management,5639,0.91,10-WFDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS22953DSQR/5285379,5A,"Over Temperature, Reverse Current, UVLO","Auto Restart, Power Good, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,14mOhm,,General Purpose,2.5V ~ 5.7V,Not Required
