MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Accuracy - Highest (Lowest),Features,Grade,Operating Temperature,Output Type,Qualification,Resolution,Sensing Temperature - Local,Sensing Temperature - Remote,Sensor Type,Series,Test Condition,Voltage - Supply
TMP117AIYBGR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,11084,5.56,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP117AIYBGR/10434644,±0.1°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-20°C ~ 50°C (-55°C ~ 150°C),1.8V ~ 5.5V
TMP117MAIDRVR,Texas Instruments,TEMPERATURE SENSOR,temperature-sensors-analog-and-digital-output,9964,2.32,6-WDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp117.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP117MAIDRVR/9685285,±0.1°C (±0.2°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,0°C ~ 85°C,I2C/SMBus,,16 b,0°C ~ 85°C,,"Digital, Local",,30°C ~ 45°C (0°C ~ 85°C),1.8V ~ 5.5V
TMP117MAIYBGR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,4639,2.53,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP117MAIYBGR/10434702,±0.1°C (±0.2°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,0°C ~ 85°C,I2C/SMBus,,16 b,0°C ~ 85°C,,"Digital, Local",,30°C ~ 45°C (0°C ~ 85°C),1.8V ~ 5.5V
TMP117MAIYBGT,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,4231,3.57,"6-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP117MAIYBGT/10434848,±0.1°C (±0.2°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,0°C ~ 85°C,I2C/SMBus,,16 b,0°C ~ 85°C,,"Digital, Local",,30°C ~ 45°C (0°C ~ 85°C),1.8V ~ 5.5V
TMP117NAIDRVR,Texas Instruments,TEMPERATURE SENSOR,temperature-sensors-analog-and-digital-output,80,3.53,6-WDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp117.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP117NAIDRVR/9685286,±0.2°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-40°C ~ 100°C (-55°C ~ 150°C),1.8V ~ 5.5V
TMP117NAIDRVT,Texas Instruments,SENSOR TEMP,temperature-sensors-analog-and-digital-output,664,3.3956,6-WDFN Exposed Pad,Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp117.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP117NAIDRVT/9749241,±0.2°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-40°C ~ 100°C (-55°C ~ 150°C),1.8V ~ 5.5V
TMP117NAIYBGR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,4237,3.56,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP117NAIYBGR/10434700,±0.2°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-40°C ~ 100°C (-55°C ~ 150°C),1.8V ~ 5.5V
TMP117NAIYBGT,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,4670,4.73,"6-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP117NAIYBGT/10434693,±0.2°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-40°C ~ 100°C (-55°C ~ 150°C),1.8V ~ 5.5V
TMP118AIYMSR,Texas Instruments,"0.1C ACCURATE, ULTRASMALL (0.336",temperature-sensors-analog-and-digital-output,16930,5.09,4-XFBGA,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp118.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP118AIYMSR/26655779,±0.1°C (±0.4°C),"One-Shot, Shutdown Mode",,-40°C ~ 125°C,I2C/SMBus,,16 b,-40°C ~ 125°C,,Digital,,-20°C ~ 85°C (-55°C ~ 175°C),1.4V ~ 5.5V
TMP118MBIYMSR,Texas Instruments,0.1C ACCURATE DIGITAL TEMPERATUR,temperature-sensors-analog-and-digital-output,16849,1.13,4-XFBGA,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp118.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP118MBIYMSR/25881330,±0.1°C (±0.2°C),"One-Shot, Shutdown Mode, Standby Mode",,-20°C ~ 85°C,"2-Wire Serial, I2C/SMBUS",,16 b,-20°C ~ 85°C,,Digital,,-20°C ~ 85°C (-55°C ~ 175°C),1.4V ~ 5.5V
TMP119AIYBGR,Texas Instruments,0.08C ACCURATE DIGITAL TEMPERATU,temperature-sensors-analog-and-digital-output,5783,5.78,"6-UFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp119.pdf?ts=1709153842488&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DTMP119AIYBGR%2526nr%253D1,https://www.digikey.com/en/products/detail/texas-instruments/TMP119AIYBGR/22286758,±0.03°C (±0.2°C),"One-Shot, Standby Mode, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,16 b,-55°C ~ 150°C,,Digital,,-55°C ~ 150°C (150°C ~ 175°C),1.7V ~ 5.5V
TMP121AQDBVREP,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,669,11.27,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP121AQDBVREP/1666592,±1.5°C (±2°C),Shutdown Mode,,-40°C ~ 125°C,SPI,,12 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP122AIDBVR,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,2878,2.5,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP122AIDBVR/1670037,±1.5°C (±2°C),"Output Switch, Programmable Limit, Programmable Resolution, Shutdown Mode",,-55°C ~ 150°C,SPI,,12 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP122AMDBVTEP,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,387,11.27,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP122AMDBVTEP/1985024,±1.5°C (±2°C),"Output Switch, Programmable Resolution, Shutdown Mode",,-55°C ~ 125°C,SPI,,12 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP123AIDBVR,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,10718,2.41,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP123AIDBVR/1670040,±1.5°C (±2°C),Shutdown Mode,,-55°C ~ 150°C,SPI,,12 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP124AIDG4,Texas Instruments,SENSOR DIGITAL -40C-125C 8SOIC,temperature-sensors-analog-and-digital-output,0,1.83549,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP124AIDG4/1670043,±1.5°C (±2°C),"Output Switch, Programmable Resolution, Shutdown Mode",,-55°C ~ 150°C,SPI,,12 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP125AIDBVR,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,1891,2.35,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP125AIDBVR/1670046,±2°C (±2.5°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C,SPI,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP126DCKR,Texas Instruments,0.25C SPI TEMPERATURE SENSOR WIT,temperature-sensors-analog-and-digital-output,4698,2.8,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp126.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP126DCKR/16602359,±0.3°C (±1°C),"One-Shot, Shutdown Mode, Sleep Mode",,-55°C ~ 175°C,SPI,,14 b,-55°C ~ 175°C,,"Digital, Local",,-20°C ~ 85°C (-55°C ~ 175°C),1.62V ~ 5.5V
TMP126EDBVRQ1,Texas Instruments,AUTOMOTIVE 0.25C SPI TEMPERATURE,temperature-sensors-analog-and-digital-output,653,2.7,SOT-23-6,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp126-q1.pdf?ts=1694808313749&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DTMP126EDBVRQ1%2526nr%253D5,https://www.digikey.com/en/products/detail/texas-instruments/TMP126EDBVRQ1/18159680,±0.25°C (±0.75°C),"One-Shot, Programmable Limit, Shutdown Mode, Standby Mode",,-55°C ~ 175°C (TA),"3-Wire Serial, SPI",,14 b,-55°C ~ 150°C,,Digital,,20°C ~ 30°C (150°C ~ 175°C),1.62V ~ 5.5V
TMP126EDCKRQ1,Texas Instruments,AUTOMOTIVE 0.25C SPI TEMPERATURE,temperature-sensors-analog-and-digital-output,5179,2.74,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp126-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP126EDCKRQ1/16627784,±0.25°C (±0.75°C),"One-Shot, Programmable Limit, Shutdown Mode, Standby Mode",Automotive,-55°C ~ 175°C (TA),SPI,AEC-Q100,14 b,-55°C ~ 175°C,,"Digital, Local",,20°C ~ 30°C (150°C ~ 175°C),1.62V ~ 5.5V
TMP126NDCKR,Texas Instruments,0.25C SPI TEMPERATURE SENSOR WIT,temperature-sensors-analog-and-digital-output,4413,1.47,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp126.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP126NDCKR/16602367,±0.8°C,"One-Shot, Shutdown Mode, Sleep Mode",,-55°C ~ 150°C,SPI,,14 b,-55°C ~ 150°C,,"Digital, Local",,-55°C ~ 150°C,1.62V ~ 5.5V
TMP127EDBVRQ1,Texas Instruments,AUTOMOTIVE 0.8C SPI TEMPERATURE,temperature-sensors-analog-and-digital-output,8602,1.64,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP127EDBVRQ1/16516660,±0.8°C (±1°C),"Shutdown Mode, Standby Mode",,-55°C ~ 175°C,SPI,,14 b,-55°C ~ 175°C,,"Digital, Local",,-55°C ~ 150°C (150°C ~ 175°C),1.62V ~ 5.5V
TMP141AIDBVR,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,0,0.98927,SOT-23-6,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP141AIDBVR/1670049,±2°C (±3°C),Shutdown Mode,,-55°C ~ 127°C,SensorPath™,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP141AIDBVT,Texas Instruments,SENSOR DIGITAL -40C-125C SOT23-6,temperature-sensors-analog-and-digital-output,0,8.19,SOT-23-6,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP141AIDBVT/758767,±2°C (±3°C),Shutdown Mode,,-55°C ~ 127°C,SensorPath™,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP141AIDGKR,Texas Instruments,SENSOR DIGITAL -40C-125C 8VSSOP,temperature-sensors-analog-and-digital-output,0,8.19,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP141AIDGKR/1670052,±2°C (±3°C),Shutdown Mode,,-55°C ~ 127°C,SensorPath™,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP141AIDGKT,Texas Instruments,SENSOR DIGITAL -40C-125C 8VSSOP,temperature-sensors-analog-and-digital-output,0,9.63,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP141AIDGKT/758768,±2°C (±3°C),Shutdown Mode,,-55°C ~ 127°C,SensorPath™,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP144YBKR,Texas Instruments,"LOW-POWER, DIGITAL TEMPERATURE S",temperature-sensors-analog-and-digital-output,2405,0.66,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp144.pdf?ts=1704303131840&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DTMP144YBKR%2526nr%253D2,https://www.digikey.com/en/products/detail/texas-instruments/TMP144YBKR/22106850,±1°C (±2°C),"One-Shot, Shutdown Mode",,-40°C ~ 125°C,"SMAART Wire, UART",,12 b,-40°C ~ 125°C,-10°C ~ 100°C,Digital,,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP144YFFR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,1379,0.62,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP144YFFR/9696978,±1°C (±2°C),"Shutdown Mode, One-Shot",,-40°C ~ 125°C (TA),"SMAART Wire, UART",,12 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP144YFFT,Texas Instruments,"TMP144 LOW-POWER, DIGITAL TEMPER",temperature-sensors-analog-and-digital-output,3474,1.03,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP144YFFT/9772013,±1°C (±2°C),"Shutdown Mode, One-Shot",,-40°C ~ 125°C (TA),"SMAART Wire, UART",,12 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP144YMTR,Texas Instruments,IC POWER,temperature-sensors-analog-and-digital-output,5942,0.66,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp144.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP144YMTR/15856678,±1°C (±2°C),"One-Shot, Standby Mode, Shutdown Mode",,-40°C ~ 125°C (TA),"SMAART Wire, UART",,12 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP144YMTT,Texas Instruments,IC POWER,temperature-sensors-analog-and-digital-output,1498,1.1,"4-XFBGA, DSBGA",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp144.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP144YMTT/15857138,±1°C (±2°C),"One-Shot, Standby Mode, Shutdown Mode",,-40°C ~ 125°C (TA),"SMAART Wire, UART",,12 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP175AIDGKR,Texas Instruments,SENSOR DIGITAL -40C-125C 8VSSOP,temperature-sensors-analog-and-digital-output,4927,1.59,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP175AIDGKR/1670057,±1.5°C (±2°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP175AIDGKT,Texas Instruments,SENSOR DIGITAL -40C-125C 8VSSOP,temperature-sensors-analog-and-digital-output,1655,1.86,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP175AIDGKT/1120753,±1.5°C (±2°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP175AIDR,Texas Instruments,SENSOR DIGITAL -40C-125C 8SOIC,temperature-sensors-analog-and-digital-output,909,1.11,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP175AIDR/736068,±1.5°C (±2°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,9 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP175AQDGKRQ1,Texas Instruments,SENSOR DIGITAL -40C-125C,temperature-sensors-analog-and-digital-output,3163,2.12,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP175AQDGKRQ1/6572336,±1°C,,Automotive,-40°C ~ 125°C,I2C/SMBus,AEC-Q100,12 b,-40°C ~ 125°C,,"Digital, Local",,-40°C ~ 125°C,2.7V ~ 5.5V
TMP175AQDRQ1,Texas Instruments,SENSOR DIGITAL -40C-125C,temperature-sensors-analog-and-digital-output,1476,2.12,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP175AQDRQ1/6572358,±1°C,,Automotive,-40°C ~ 125°C,I2C/SMBus,AEC-Q100,12 b,-40°C ~ 125°C,,"Digital, Local",,-40°C ~ 125°C,2.7V ~ 5.5V
TMP17FSZ,Analog Devices Inc.,SENSOR ANALOG -40C-105C 8SOIC,temperature-sensors-analog-and-digital-output,110,8.77,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/TMP17.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/TMP17FSZ/996842,±2.5°C (±3.5°C),,,-40°C ~ 105°C,Analog Current,,,-40°C ~ 105°C,,"Analog, Local",,25°C (-40°C ~ 105°C),4V ~ 30V
TMP17GSZ,Analog Devices Inc.,SENSOR ANALOG -40C-105C 8SOIC,temperature-sensors-analog-and-digital-output,603,6.09,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/TMP17.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/TMP17GSZ/996850,±3.5°C (±4.5°C),,,-40°C ~ 105°C,Analog Current,,,-40°C ~ 105°C,,"Analog, Local",,25°C (-40°C ~ 105°C),4V ~ 30V
TMP1826DGKR,Texas Instruments,SINGLE-WIRE 0.3C ACCURATE DIGITA,temperature-sensors-analog-and-digital-output,2965,2.99,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp1826.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP1826DGKR/17748358,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode, Standby Mode",,-55°C ~ 150°C (TA),1-Wire®,,16 b,-55°C ~ 150°C,,"Digital, Local",,-20°C ~ 85°C (-55°C ~ 150°C),1.7V ~ 5.5V
TMP1826NGRR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,1635,3.05,8-WFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp1826.pdf?ts=1695253383486&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP1826,https://www.digikey.com/en/products/detail/texas-instruments/TMP1826NGRR/21298658,±0.3°C (±1°C),"One-Shot, Shutdown Mode, Standby Mode",,-55°C ~ 150°C,1-Wire®,,16 b,-55°C ~ 150°C,,"Digital, Local",,-20°C ~ 85°C (-55°C ~ 150°C),1.7V ~ 5.5V
TMP1827NGRR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,2834,3.08,8-WFDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP1827NGRR/21298815,±0.9°C,"One-Shot, Shutdown Mode, Standby Mode",,-55°C ~ 150°C,1-Wire®,,16 b,-55°C ~ 150°C,,"Digital, Local",,-55°C ~ 150°C,1.7V ~ 5.5V
TMP1827NNGRR,Texas Instruments,TEMP SENSOR,temperature-sensors-analog-and-digital-output,364,1.99,8-WFDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP1827NNGRR/21298671,±0.9°C,"One-Shot, Shutdown Mode, Standby Mode",,-55°C ~ 150°C,1-Wire®,,16 b,-55°C ~ 150°C,,"Digital, Local",,-55°C ~ 150°C,1.7V ~ 5.5V
TMP20AIDCKR,Texas Instruments,SENSOR ANALOG -55C-130C SC70-5,temperature-sensors-analog-and-digital-output,4682,0.98,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP20AIDCKR/2197028,±0.5°C (±2.5°C),Shutdown Mode,,-55°C ~ 150°C,Analog Voltage,,11.77mV/°C,-55°C ~ 130°C,,"Analog, Local",,-50°C ~ 130°C (-55°C ~ 130°C),2.7V ~ 5.5V
TMP20AIDRLR,Texas Instruments,SENSOR ANALOG -55C-130C 6SOT,temperature-sensors-analog-and-digital-output,862,0.86,"SOT-563, SOT-666",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP20AIDRLR/2261952,±0.5°C (±2.5°C),Shutdown Mode,,-55°C ~ 150°C,Analog Voltage,,11.77mV/°C,-55°C ~ 130°C,,"Analog, Local",,-50°C ~ 130°C (-55°C ~ 130°C),2.7V ~ 5.5V
TMP20AIDRLT,Texas Instruments,SENSOR ANALOG -55C-130C 6SOT,temperature-sensors-analog-and-digital-output,414,1.18,"SOT-563, SOT-666",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP20AIDRLT/2197029,±0.5°C (±2.5°C),Shutdown Mode,,-55°C ~ 150°C,Analog Voltage,,11.77mV/°C,-55°C ~ 130°C,,"Analog, Local",,-50°C ~ 130°C (-55°C ~ 130°C),2.7V ~ 5.5V
TMP235A2DBZR,Texas Instruments,LOW-POWER HIGH-ACCURACY ANALOG O,temperature-sensors-analog-and-digital-output,9292,0.53,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp235.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP235A2DBZR/9649793,±1.2°C (±2°C),,,-50°C ~ 150°C (TA),Analog Voltage,,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,0°C ~ 70°C (-40°C ~ 150°C),2.3V ~ 5.5V
TMP235A2DBZT,Texas Instruments,SENSOR TEMPERATURE,temperature-sensors-analog-and-digital-output,3553,1.23,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp235.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP235A2DBZT/9692554,±1.2°C (±2°C),,,-50°C ~ 150°C (TA),Analog Voltage,,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,0°C ~ 70°C (-40°C ~ 150°C),2.3V ~ 5.5V
TMP235A2DCKR,Texas Instruments,SENSOR ANALOG -40C-150C SC70-5,temperature-sensors-analog-and-digital-output,10922,0.53,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP235A2DCKR/8546324,±0.5°C,,,-50°C ~ 150°C (TA),Analog Voltage,,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,0°C ~ 70°C (-40°C ~ 150°C),2.3V ~ 5.5V
TMP235A4DBZR,Texas Instruments,LOW-POWER HIGH-ACCURACY ANALOG O,temperature-sensors-analog-and-digital-output,20827,0.42,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp235.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP235A4DBZR/9649794,±2°C (±5°C),,,-50°C ~ 150°C (TA),Analog Voltage,,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,0°C ~ 70°C (-40°C ~ 150°C),2.3V ~ 5.5V
TMP235A4DBZT,Texas Instruments,SENSOR TEMPERATURE,temperature-sensors-analog-and-digital-output,3132,0.93,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp235.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP235A4DBZT/9692555,±2°C (±5°C),,,-50°C ~ 150°C (TA),Analog Voltage,,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,0°C ~ 70°C (-40°C ~ 150°C),2.3V ~ 5.5V
TMP235AEDCKRQ1,Texas Instruments,LOW-POWER HIGH-ACCURACY ANALOG O,temperature-sensors-analog-and-digital-output,10682,0.59,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP235AEDCKRQ1/11308802,±2.5°C,,Automotive,-40°C ~ 150°C (TA),Analog Voltage,AEC-Q100,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,-40°C ~ 150°C,2.3V ~ 5.5V
TMP235AEDCKTQ1,Texas Instruments,LOW-POWER HIGH-ACCURACY ANALOG O,temperature-sensors-analog-and-digital-output,32670,0.95,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP235AEDCKTQ1/11308861,±2.5°C,,Automotive,-40°C ~ 150°C (TA),Analog Voltage,AEC-Q100,10mV/°C,-40°C ~ 150°C,,"Analog, Local",,-40°C ~ 150°C,2.3V ~ 5.5V
